batch_id,carbon_pct,manganese_pct,furnace_temp_C,rolling_speed_mps,cooling_rate_Cps,defect
B104488,0.506,0.604,1665.2,15.23,7.89,0
B104489,0.4,0.668,1700.0,26.57,16.15,1
B104490,0.447,0.598,1676.8,20.08,25.99,0
B104491,0.285,0.925,1647.3,15.8,23.57,0
B104492,0.329,0.574,1544.8,30.79,3.98,1
B104493,0.345,0.695,1577.5,23.46,7.33,0
B104494,0.503,0.688,1611.5,5.0,10.34,0
B104495,0.601,0.822,1565.2,17.08,7.99,1
B104496,0.303,0.454,1631.7,11.7,5.08,0
B104497,0.529,0.926,1639.6,15.2,14.93,0
B104498,0.14,1.274,1629.5,19.13,19.23,1
B104499,0.257,0.941,1656.4,22.12,20.72,0
B104500,0.285,1.362,1550.2,21.57,12.15,0
B104501,0.238,1.3,1651.3,26.47,13.37,1
B104502,0.21,1.133,1561.7,23.82,17.13,0
B104503,0.45,0.922,1548.2,23.45,14.35,0
B104504,0.374,0.907,1629.3,21.21,19.86,0
B104505,0.446,1.129,1666.9,27.72,17.58,0
B104506,0.483,0.782,1626.8,18.1,12.74,0
B104507,0.432,0.335,1601.1,18.26,3.86,0
B104508,0.479,1.048,1617.1,8.57,23.99,0
B104509,0.392,0.561,1607.5,26.34,10.88,0
B104510,0.258,0.611,1538.1,19.54,17.15,1
B104511,0.527,0.9,1531.7,37.6,3.5,1
B104512,0.329,0.871,1595.7,17.57,14.93,0
B104513,0.288,0.476,1604.4,20.53,15.6,0
B104514,0.379,0.95,1600.6,23.28,15.89,0
B104515,0.29,1.19,1637.2,13.39,33.08,0
B104516,0.35,0.561,1588.1,22.15,11.21,0
B104517,0.441,1.282,1631.0,20.21,19.92,1
B104518,0.442,0.432,1592.0,18.18,18.14,0
B104519,0.292,1.535,1700.3,27.04,10.93,0
B104520,0.341,0.777,1604.4,14.58,19.83,0
B104521,0.529,0.944,1728.7,21.65,14.01,1
B104522,0.46,0.332,1619.4,28.73,20.25,0
B104523,0.649,0.881,1588.2,15.76,26.77,0
B104524,0.542,0.969,1550.5,18.22,15.9,0
B104525,0.537,0.874,1520.6,34.07,13.31,1
B104526,0.233,0.731,1545.5,22.85,21.31,1
B104527,0.492,0.616,1551.6,16.96,23.38,0
B104528,0.394,1.239,1621.7,24.82,9.7,0
B104529,0.334,0.909,1571.1,16.59,12.28,0
B104530,0.42,1.362,1610.3,10.61,19.05,0
B104531,0.513,0.742,1670.5,28.23,14.21,0
B104532,0.46,0.77,1595.2,13.38,9.27,0
B104533,0.295,1.145,1714.4,34.71,18.24,1
B104534,0.489,0.413,1535.3,17.06,19.03,1
B104535,0.323,0.536,1591.7,32.8,12.99,0
B104536,0.426,1.229,1570.3,11.79,15.37,1
B104537,0.364,0.548,1651.5,26.15,11.54,0
B104538,0.374,0.354,1476.8,23.0,8.43,1
B104539,0.492,1.461,1520.6,25.03,12.02,1
B104540,0.275,0.482,1594.1,25.81,15.44,0
B104541,0.633,0.955,1685.3,17.01,6.15,1
B104542,0.181,0.921,1612.4,12.15,12.46,0
B104543,0.328,0.1,1525.7,19.69,15.53,1
B104544,0.444,0.82,1534.2,21.34,22.17,0
B104545,0.47,1.035,1692.0,17.17,13.12,1
B104546,0.388,1.006,1565.8,21.67,7.52,0
B104547,0.393,1.171,1548.1,21.98,13.74,0
B104548,0.449,0.784,1681.3,14.54,11.6,0
B104549,0.372,1.114,1655.6,22.37,18.31,0
B104550,0.567,0.693,1670.1,18.4,12.97,1
B104551,0.501,0.477,1547.7,15.8,2.0,1
B104552,0.505,0.511,1516.1,24.72,37.15,1
B104553,0.284,0.461,1607.3,15.34,15.85,1
B104554,0.39,1.203,1618.4,17.26,15.54,0
B104555,0.364,0.446,1620.1,20.43,5.75,0
B104556,0.279,0.982,1681.3,28.25,6.21,0
B104557,0.443,0.82,1504.6,21.16,14.45,0
B104558,0.335,0.869,1647.3,23.17,17.02,0
B104559,0.479,1.309,1539.7,18.21,19.21,0
B104560,0.272,0.768,1647.1,19.53,16.42,0
B104561,0.606,1.083,1573.9,19.71,7.88,0
B104562,0.292,0.911,1555.2,21.76,2.0,0
B104563,0.426,0.854,1566.5,18.22,14.4,0
B104564,0.495,1.59,1520.5,28.04,11.8,0
B104565,0.332,0.468,1602.2,17.76,7.42,0
B104566,0.502,1.287,1557.5,9.76,19.97,0
B104567,0.252,1.097,1643.2,36.46,5.55,1
B104568,0.574,0.756,1635.2,18.04,18.7,0
B104569,0.402,1.389,1692.8,27.88,6.54,0
B104570,0.328,0.346,1620.1,28.43,15.8,0
B104571,0.364,0.743,1628.6,25.67,20.6,0
B104572,0.497,0.537,1677.0,18.81,12.97,1
B104573,0.33,1.024,1565.5,21.72,25.14,1
B104574,0.31,0.566,1518.1,12.35,26.51,1
B104575,0.373,1.03,1611.0,31.94,16.42,0
B104576,0.259,0.844,1521.8,14.89,18.25,1
B104577,0.618,0.756,1735.0,18.48,21.36,1
B104578,0.332,1.017,1680.1,20.59,18.27,0
B104579,0.5,0.819,1719.0,19.36,17.62,1
B104580,0.425,0.573,1603.4,16.06,11.86,1
B104581,0.282,1.74,1630.3,28.37,4.88,0
B104582,0.399,0.754,1574.7,25.7,6.66,0
B104583,0.494,0.235,1648.6,21.93,29.29,0
B104584,0.377,0.647,1533.1,17.6,16.93,0
B104585,0.543,0.52,1460.1,26.39,13.53,1
B104586,0.523,1.148,1556.5,17.21,22.58,0
B104587,0.51,0.996,1519.9,29.42,10.5,0
B104588,0.345,1.02,1681.3,20.67,18.5,0
B104589,0.27,0.789,1699.9,27.38,15.46,1
B104590,0.326,0.816,1522.8,19.32,17.76,0
B104591,0.424,0.789,1671.0,20.43,12.98,0
B104592,0.465,0.876,1652.3,27.35,9.21,0
B104593,0.139,1.151,1513.7,33.16,10.06,1
B104594,0.399,1.001,1578.5,29.36,10.3,0
B104595,0.419,1.05,1568.1,25.26,14.98,0
B104596,0.367,1.05,1641.1,23.54,5.66,0
B104597,0.555,1.165,1532.4,16.96,7.52,0
B104598,0.451,0.986,1594.6,21.77,15.81,0
B104599,0.557,1.008,1562.3,14.52,14.23,0
B104600,0.374,1.257,1626.0,22.25,16.14,0
B104601,0.512,0.7,1588.1,22.64,14.73,0
B104602,0.596,0.643,1570.6,8.23,30.11,0
B104603,0.557,0.544,1588.3,20.23,15.76,0
B104604,0.269,0.955,1712.0,22.49,12.73,0
B104605,0.37,0.344,1577.1,19.5,15.61,0
B104606,0.359,1.039,1542.7,22.15,21.12,0
B104607,0.459,0.867,1632.1,11.95,14.7,0
B104608,0.482,1.24,1592.1,15.34,19.11,0
B104609,0.299,0.698,1522.2,26.21,17.38,1
B104610,0.408,0.839,1722.7,20.0,13.26,1
B104611,0.158,1.237,1580.6,22.04,15.67,0
B104612,0.573,1.315,1579.2,16.72,24.59,0
B104613,0.339,0.696,1608.8,20.12,16.46,0
B104614,0.407,0.955,1695.2,6.19,9.08,0
B104615,0.363,0.988,1507.6,25.08,13.08,1
B104616,0.538,1.012,1615.2,30.85,2.31,0
B104617,0.059,0.821,1714.8,13.61,15.82,0
B104618,0.398,1.284,1607.1,14.36,22.87,1
B104619,0.387,0.333,1532.1,22.65,6.95,0
B104620,0.346,0.774,1566.0,28.84,15.9,0
B104621,0.607,1.034,1611.4,19.99,20.91,0
B104622,0.294,1.037,1673.2,12.62,21.55,0
B104623,0.493,1.306,1581.3,18.75,22.68,0
B104624,0.443,1.259,1645.5,13.82,3.79,1
B104625,0.551,0.814,1521.1,15.99,18.03,1
B104626,0.32,1.29,1520.6,18.18,5.97,0
B104627,0.312,0.686,1573.4,14.42,9.01,0
B104628,0.532,1.179,1679.1,15.33,19.93,1
B104629,0.451,1.443,1603.8,20.45,15.95,0
B104630,0.215,1.264,1615.9,21.29,19.36,0
B104631,0.335,0.932,1615.3,11.46,9.43,0
B104632,0.446,0.8,1661.0,22.38,23.84,0
B104633,0.501,0.441,1566.4,17.71,19.13,0
B104634,0.318,0.993,1637.9,24.32,20.34,0
B104635,0.05,0.565,1554.3,24.68,8.52,1
B104636,0.463,0.662,1709.1,16.73,22.03,0
B104637,0.254,0.543,1556.0,23.68,13.1,0
B104638,0.158,0.762,1551.5,14.98,11.33,0
B104639,0.06,0.892,1630.2,27.94,18.75,0
B104640,0.498,0.982,1604.4,15.21,18.5,1
B104641,0.415,0.72,1618.0,22.12,9.92,0
B104642,0.373,1.221,1612.5,18.87,27.34,0
B104643,0.567,0.838,1540.0,13.9,25.89,0
B104644,0.476,0.664,1688.7,25.41,18.63,1
B104645,0.594,0.968,1649.1,16.32,17.58,1
B104646,0.233,1.489,1674.7,9.8,16.98,0
B104647,0.396,1.001,1570.9,5.0,5.7,0
B104648,0.206,0.791,1622.9,14.75,15.68,0
B104649,0.372,0.442,1610.9,28.26,15.6,0
B104650,0.37,0.834,1662.0,27.55,11.54,0
B104651,0.475,0.97,1663.8,15.69,13.14,0
B104652,0.405,0.784,1610.6,17.75,2.0,0
B104653,0.475,0.4,1516.5,17.21,8.42,1
B104654,0.484,0.645,1697.9,12.0,20.53,0
B104655,0.659,1.336,1630.6,14.31,25.39,0
B104656,0.362,1.33,1566.5,25.89,9.34,0
B104657,0.287,0.634,1622.4,23.02,16.1,0
B104658,0.43,1.102,1516.9,21.64,21.59,0
B104659,0.304,0.546,1658.0,11.99,11.88,0
B104660,0.578,1.321,1519.1,20.6,19.06,1
B104661,0.366,0.974,1587.9,6.18,14.8,0
B104662,0.332,1.185,1613.4,25.06,22.14,0
B104663,0.343,0.385,1657.1,21.55,7.31,0
B104664,0.486,1.103,1605.9,11.93,8.37,0
B104665,0.381,0.898,1634.9,29.7,16.68,0
B104666,0.323,1.156,1598.5,9.22,15.58,0
B104667,0.6,1.174,1598.2,23.18,14.66,0
B104668,0.297,0.92,1604.7,23.33,18.46,0
B104669,0.404,0.72,1589.6,12.56,9.42,0
B104670,0.478,1.134,1507.2,19.77,6.78,0
B104671,0.204,0.882,1557.7,10.18,12.0,0
B104672,0.458,0.638,1613.5,5.0,12.67,0
B104673,0.273,0.624,1586.3,13.59,13.3,0
B104674,0.499,0.457,1591.4,16.3,22.61,0
B104675,0.284,0.747,1582.2,23.87,19.62,0
B104676,0.483,1.231,1552.5,20.4,18.2,0
B104677,0.533,0.953,1572.9,20.56,16.33,0
B104678,0.503,0.741,1583.1,13.91,12.39,0
B104679,0.43,1.141,1600.3,16.82,9.88,0
B104680,0.372,0.65,1621.6,14.42,7.82,0
B104681,0.331,0.929,1590.1,12.65,10.83,0
B104682,0.577,0.846,1543.4,16.44,14.74,0
B104683,0.316,1.134,1523.1,20.45,8.07,0
B104684,0.276,0.427,1742.9,16.56,16.02,1
B104685,0.48,0.645,1537.9,18.06,13.83,1
B104686,0.304,0.409,1571.5,24.17,12.62,1
B104687,0.286,0.822,1628.4,17.0,21.97,1
B104688,0.227,1.263,1619.8,12.0,2.0,0
B104689,0.342,0.748,1628.6,23.38,12.7,0
B104690,0.39,0.747,1575.7,21.6,2.0,1
B104691,0.429,1.162,1613.1,21.97,16.43,1
B104692,0.514,1.221,1603.4,23.76,19.57,0
B104693,0.463,0.873,1582.8,22.74,6.89,0
B104694,0.377,1.105,1613.5,20.17,7.66,0
B104695,0.376,0.577,1658.0,34.35,4.81,0
B104696,0.461,1.313,1598.8,12.29,15.38,0
B104697,0.553,1.545,1599.1,16.48,12.96,0
B104698,0.415,1.056,1658.7,25.8,13.33,0
B104699,0.344,0.275,1652.9,20.86,12.79,1
B104700,0.281,0.733,1687.1,24.55,9.16,0
B104701,0.227,1.084,1503.4,21.02,21.79,1
B104702,0.48,0.774,1649.8,28.24,16.63,1
B104703,0.469,1.282,1633.1,13.95,7.89,0
B104704,0.469,1.076,1551.3,28.05,10.8,0
B104705,0.385,0.688,1613.8,27.03,9.77,0
B104706,0.569,0.91,1657.8,12.74,23.44,0
B104707,0.342,0.632,1554.4,23.78,19.27,0
B104708,0.515,0.845,1624.3,19.74,14.24,0
B104709,0.395,0.734,1647.9,16.36,25.24,0
B104710,0.327,1.252,1541.1,8.67,23.71,0
B104711,0.471,1.535,1592.2,13.94,13.62,0
B104712,0.449,0.471,1616.6,24.25,12.54,1
B104713,0.443,0.323,1556.2,24.88,12.83,1
B104714,0.41,0.826,1551.6,18.74,9.28,0
B104715,0.395,0.444,1592.6,24.9,25.4,1
B104716,0.687,0.914,1644.1,25.67,8.96,1
B104717,0.542,1.125,1635.4,20.93,20.21,0
B104718,0.487,1.348,1552.6,15.67,19.14,0
B104719,0.413,0.96,1635.9,22.65,13.17,0
B104720,0.521,0.842,1554.0,22.92,25.86,0
B104721,0.462,0.306,1511.4,24.04,5.65,0
B104722,0.403,0.908,1579.8,25.19,14.52,0
B104723,0.364,0.921,1661.8,11.83,12.07,0
B104724,0.39,1.092,1636.1,16.94,20.76,0
B104725,0.05,0.687,1599.9,8.61,17.12,0
B104726,0.425,0.769,1577.1,24.48,4.64,0
B104727,0.341,0.457,1578.6,18.73,22.44,1
B104728,0.591,0.213,1606.0,22.58,17.91,1
B104729,0.402,0.567,1541.2,11.15,8.79,1
B104730,0.257,0.429,1580.9,28.41,12.9,0
B104731,0.394,1.001,1588.1,12.83,7.2,1
B104732,0.274,0.745,1525.7,24.65,13.97,1
B104733,0.457,0.739,1553.9,20.71,15.9,0
B104734,0.435,0.605,1622.6,18.86,12.99,0
B104735,0.515,0.1,1600.5,18.38,12.3,1
B104736,0.305,1.352,1583.0,16.17,5.32,0
B104737,0.404,0.6,1549.9,27.77,17.02,0
B104738,0.236,0.776,1686.7,20.08,3.45,1
B104739,0.484,0.464,1553.9,12.38,15.19,0
B104740,0.462,1.192,1613.8,17.7,4.21,0
B104741,0.459,0.943,1573.2,20.77,15.3,0
B104742,0.4,0.652,1602.0,25.39,14.96,0
B104743,0.45,0.782,1625.2,16.37,17.42,0
B104744,0.593,1.403,1524.6,16.77,20.17,1
B104745,0.366,0.878,1599.6,20.14,21.29,0
B104746,0.417,0.845,1665.5,25.24,5.34,1
B104747,0.27,0.618,1696.9,11.79,14.65,1
B104748,0.296,0.332,1592.8,23.03,27.07,0
B104749,0.412,0.852,1602.3,17.22,15.71,0
B104750,0.532,0.998,1721.6,18.05,10.01,1
B104751,0.369,1.23,1662.4,32.01,14.52,1
B104752,0.372,0.225,1566.0,18.82,12.7,1
B104753,0.351,0.562,1566.0,24.53,7.94,1
B104754,0.336,0.726,1652.6,24.31,20.21,0
B104755,0.435,0.899,1544.4,12.92,18.51,0
B104756,0.22,0.856,1659.8,8.93,6.99,0
B104757,0.554,0.863,1618.4,24.93,14.44,0
B104758,0.32,1.022,1628.5,13.5,11.6,1
B104759,0.487,0.629,1585.9,10.01,5.39,0
B104760,0.248,1.18,1565.4,26.16,6.51,0
B104761,0.48,1.03,1680.4,13.88,7.4,1
B104762,0.481,0.804,1586.4,15.36,14.65,0
B104763,0.446,1.38,1577.4,31.85,12.25,0
B104764,0.281,1.367,1595.6,10.04,9.24,0
B104765,0.43,1.18,1610.6,12.46,12.65,0
B104766,0.258,0.1,1543.3,17.24,19.49,1
B104767,0.37,1.374,1568.9,18.56,17.14,0
B104768,0.524,1.138,1566.0,14.64,21.01,0
B104769,0.496,1.502,1646.5,13.05,13.63,0
B104770,0.402,1.271,1551.3,29.06,24.62,0
B104771,0.283,1.374,1503.4,21.58,17.09,0
B104772,0.477,1.164,1491.8,23.51,12.07,1
B104773,0.402,1.305,1519.1,19.18,15.56,1
B104774,0.122,1.498,1674.9,21.74,7.51,0
B104775,0.494,0.965,1600.9,25.6,13.16,0
B104776,0.397,0.428,1627.6,14.02,17.58,0
B104777,0.544,0.808,1629.5,21.59,18.67,0
B104778,0.269,1.017,1603.1,24.18,12.54,0
B104779,0.05,0.922,1595.9,29.27,31.4,0
B104780,0.433,0.526,1657.4,31.69,13.97,0
B104781,0.435,0.411,1608.0,20.42,4.93,0
B104782,0.197,0.678,1677.0,26.83,22.28,0
B104783,0.283,1.142,1634.1,5.0,18.64,0
B104784,0.731,1.374,1566.0,29.31,16.39,1
B104785,0.363,1.175,1572.7,15.64,12.21,1
B104786,0.488,1.217,1560.0,18.55,17.36,1
B104787,0.322,0.876,1667.0,22.65,24.71,0
B104788,0.149,0.377,1577.7,19.08,16.21,1
B104789,0.38,0.763,1556.1,21.18,6.18,0
B104790,0.368,0.822,1617.6,29.53,2.0,0
B104791,0.352,0.751,1594.7,17.69,17.31,0
B104792,0.386,0.916,1616.2,13.48,9.08,0
B104793,0.432,1.032,1703.9,30.88,14.4,0
B104794,0.382,1.156,1650.2,23.16,10.15,0
B104795,0.248,0.817,1601.5,31.53,9.71,0
B104796,0.458,0.329,1522.5,25.18,10.41,0
B104797,0.166,0.755,1572.5,12.06,10.95,0
B104798,0.154,0.913,1639.1,23.87,19.66,0
B104799,0.489,1.267,1535.6,14.1,18.44,0
B104800,0.461,0.73,1717.8,20.04,7.75,1
B104801,0.393,1.054,1600.8,19.55,8.57,1
B104802,0.233,0.987,1602.7,10.29,17.27,0
B104803,0.315,0.913,1563.3,15.12,21.32,1
B104804,0.368,1.179,1627.3,33.23,21.22,0
B104805,0.208,0.702,1536.3,21.43,8.98,0
B104806,0.311,0.727,1719.1,18.95,20.94,0
B104807,0.478,0.896,1672.5,30.88,4.34,0
B104808,0.571,0.708,1654.1,17.62,13.78,0
B104809,0.35,1.052,1523.5,19.45,17.92,0
B104810,0.491,0.686,1611.3,25.94,2.53,0
B104811,0.17,0.968,1666.5,17.6,27.56,0
B104812,0.479,0.87,1632.6,15.52,22.96,0
B104813,0.304,0.964,1544.9,6.48,18.88,0
B104814,0.437,0.762,1564.2,14.38,9.21,1
B104815,0.37,0.798,1575.1,14.32,14.59,0
B104816,0.558,0.929,1566.8,20.95,19.74,0
B104817,0.295,0.961,1684.1,16.34,8.26,1
B104818,0.475,0.899,1494.3,32.95,13.92,1
B104819,0.366,1.412,1636.1,13.65,20.46,0
B104820,0.381,0.603,1528.9,28.4,6.03,0
B104821,0.378,0.881,1547.1,21.32,16.99,0
B104822,0.299,0.428,1489.5,24.84,4.47,1
B104823,0.398,1.012,1569.8,24.48,9.34,0
B104824,0.392,0.565,1683.1,6.69,11.97,1
B104825,0.429,0.817,1614.6,19.93,18.08,0
B104826,0.41,0.788,1534.1,18.43,10.8,0
B104827,0.496,0.984,1655.9,13.2,15.75,0
B104828,0.511,0.734,1667.7,22.76,10.88,0
B104829,0.274,0.721,1605.7,30.3,11.82,0
B104830,0.504,1.331,1711.9,5.0,22.5,0
B104831,0.258,0.985,1645.2,16.79,8.1,1
B104832,0.471,0.732,1637.5,12.53,19.55,1
B104833,0.474,0.825,1555.8,20.43,14.99,0
B104834,0.171,1.394,1634.5,18.05,11.55,0
B104835,0.411,0.829,1611.9,16.37,7.69,0
B104836,0.344,0.693,1628.6,24.14,8.12,0
B104837,0.309,0.695,1562.3,29.82,10.57,0
B104838,0.562,0.735,1607.0,35.97,14.1,0
B104839,0.322,0.722,1555.1,15.56,18.62,0
B104840,0.303,0.516,1481.9,9.07,13.2,0
B104841,0.409,0.563,1654.9,23.36,13.6,0
B104842,0.482,0.651,1517.4,29.66,14.5,0
B104843,0.383,1.077,1605.9,24.88,17.86,0
B104844,0.54,0.786,1618.3,29.64,18.87,0
B104845,0.464,0.838,1618.0,18.65,6.68,0
B104846,0.139,1.281,1584.4,16.34,13.31,0
B104847,0.336,1.289,1614.9,20.69,22.36,0
B104848,0.333,0.815,1625.9,18.02,7.1,0
B104849,0.458,0.711,1640.4,23.98,15.45,0
B104850,0.085,0.641,1695.3,25.82,13.97,0
B104851,0.706,1.108,1612.9,26.29,11.6,1
B104852,0.464,0.839,1603.5,23.06,24.54,0
B104853,0.418,0.784,1550.1,21.47,15.22,0
B104854,0.542,0.656,1624.0,24.77,24.07,0
B104855,0.681,0.669,1636.7,8.22,15.03,1
B104856,0.504,0.996,1589.4,21.26,17.76,0
B104857,0.514,0.505,1630.0,20.31,11.54,0
B104858,0.416,1.198,1583.9,21.28,11.6,0
B104859,0.383,0.74,1636.9,19.47,17.46,0
B104860,0.343,0.855,1650.2,22.59,17.57,0
B104861,0.301,0.499,1649.4,16.55,18.59,1
B104862,0.318,0.896,1606.5,26.78,17.26,0
B104863,0.238,0.802,1542.8,22.84,6.98,0
B104864,0.391,0.885,1566.3,20.9,10.16,0
B104865,0.198,1.342,1632.7,15.81,20.1,0
B104866,0.423,0.953,1734.7,24.89,3.25,1
B104867,0.396,0.662,1581.3,21.24,16.76,0
B104868,0.418,0.687,1625.1,15.47,14.33,0
B104869,0.337,1.079,1569.4,19.66,20.1,0
B104870,0.769,1.29,1546.4,23.77,17.5,0
B104871,0.563,0.985,1562.8,23.31,11.02,1
B104872,0.251,1.107,1485.5,22.92,10.74,0
B104873,0.428,1.083,1674.4,20.56,11.86,0
B104874,0.327,1.326,1477.3,26.15,18.48,1
B104875,0.278,0.315,1585.5,27.43,2.0,1
B104876,0.239,1.1,1535.2,24.42,15.94,0
B104877,0.452,1.195,1551.4,16.48,9.7,0
B104878,0.318,0.498,1675.7,13.65,16.15,0
B104879,0.516,0.634,1611.1,16.74,17.07,1
B104880,0.519,0.645,1546.9,31.72,5.03,0
B104881,0.565,0.681,1567.6,21.69,13.64,0
B104882,0.298,0.755,1557.9,32.76,15.93,1
B104883,0.457,0.973,1597.6,19.28,15.53,0
B104884,0.476,1.16,1609.5,18.45,14.27,0
B104885,0.343,1.224,1704.3,19.56,7.67,0
B104886,0.307,0.649,1494.6,19.45,8.59,1
B104887,0.593,0.647,1598.1,15.36,6.73,0
B104888,0.427,1.295,1582.6,13.11,18.32,0
B104889,0.476,1.094,1652.1,23.01,14.31,0
B104890,0.301,0.925,1619.5,26.33,14.69,1
B104891,0.254,1.042,1632.5,34.67,4.77,0
B104892,0.332,0.891,1619.0,17.4,14.8,0
B104893,0.385,1.057,1548.7,17.88,18.8,0
B104894,0.272,0.799,1666.6,15.37,3.95,1
B104895,0.399,0.981,1643.9,26.75,11.79,0
B104896,0.197,0.447,1650.4,24.89,5.58,0
B104897,0.266,0.694,1669.5,14.74,12.48,0
B104898,0.481,0.697,1623.0,14.59,9.59,0
B104899,0.472,0.788,1681.5,25.72,17.29,0
B104900,0.353,0.622,1620.8,22.3,16.02,0
B104901,0.278,0.74,1588.0,24.55,22.75,0
B104902,0.277,0.446,1599.6,14.7,14.68,0
B104903,0.355,1.065,1598.7,8.73,17.03,0
B104904,0.477,0.875,1571.4,14.75,11.65,0
B104905,0.511,0.388,1689.8,24.13,8.38,1
B104906,0.34,0.65,1616.3,32.67,20.01,0
B104907,0.262,1.001,1605.2,17.42,22.46,1
B104908,0.432,0.737,1621.4,33.66,19.23,1
B104909,0.301,0.691,1750.0,24.98,15.79,0
B104910,0.338,0.878,1537.8,11.64,9.16,0
B104911,0.559,1.003,1553.5,21.28,21.85,1
B104912,0.499,0.469,1524.1,25.18,18.48,0
B104913,0.419,1.065,1587.2,5.45,27.15,0
B104914,0.247,0.66,1613.5,23.87,8.07,0
B104915,0.425,0.895,1574.4,27.04,20.18,0
B104916,0.528,0.889,1570.3,22.39,18.29,0
B104917,0.355,0.742,1607.8,19.63,12.95,1
B104918,0.562,0.593,1572.4,18.96,23.18,0
B104919,0.555,0.814,1617.1,18.61,17.41,0
B104920,0.6,1.388,1661.3,12.94,9.38,1
B104921,0.437,0.491,1637.2,15.87,14.29,1
B104922,0.47,1.408,1648.5,17.5,9.31,0
B104923,0.57,0.822,1659.7,20.68,12.19,0
B104924,0.454,0.911,1615.6,16.66,19.22,0
B104925,0.34,0.574,1591.3,14.79,20.94,0
B104926,0.346,0.669,1557.5,24.56,16.33,1
B104927,0.429,0.749,1578.5,22.22,10.5,0
B104928,0.245,0.586,1571.2,16.76,17.29,1
B104929,0.383,0.837,1640.2,23.04,19.34,0
B104930,0.532,0.778,1619.1,17.28,3.17,0
B104931,0.137,1.455,1638.3,20.38,15.7,1
B104932,0.584,0.55,1536.2,25.85,13.86,1
B104933,0.535,0.931,1678.7,16.38,20.72,0
B104934,0.345,0.974,1576.5,12.97,17.31,0
B104935,0.465,0.579,1539.5,19.13,17.91,1
B104936,0.4,1.106,1575.8,11.82,12.11,0
B104937,0.548,0.781,1736.6,18.34,15.01,1
B104938,0.518,0.152,1578.7,18.32,20.66,0
B104939,0.232,1.098,1582.1,5.22,14.61,0
B104940,0.47,0.565,1589.4,23.18,16.05,0
B104941,0.375,0.586,1591.8,18.9,5.78,0
B104942,0.41,1.106,1557.0,27.09,14.59,0
B104943,0.313,0.796,1607.9,21.29,2.93,0
B104944,0.61,1.175,1659.2,24.41,11.9,1
B104945,0.525,1.263,1617.3,27.14,15.38,0
B104946,0.311,0.707,1538.9,19.21,19.6,0
B104947,0.24,1.138,1581.1,20.0,9.01,0
B104948,0.354,0.673,1569.7,10.56,17.24,0
B104949,0.452,1.57,1602.9,27.44,23.81,1
B104950,0.429,0.692,1673.2,19.13,11.16,0
B104951,0.55,1.208,1591.8,13.97,5.72,0
B104952,0.495,1.153,1595.2,24.44,16.74,0
B104953,0.516,0.995,1697.8,6.92,7.85,1
B104954,0.439,0.699,1648.2,17.42,10.09,0
B104955,0.233,0.855,1631.6,25.45,20.54,0
B104956,0.377,0.254,1707.7,17.37,26.26,0
B104957,0.527,0.967,1626.9,15.69,9.0,0
B104958,0.394,1.005,1490.7,17.5,10.58,0
B104959,0.46,0.94,1645.8,7.94,12.36,0
B104960,0.362,0.1,1512.4,24.29,11.71,1
B104961,0.276,0.52,1624.9,19.26,26.6,0
B104962,0.385,0.676,1505.7,18.37,11.82,0
B104963,0.437,0.987,1574.3,18.39,12.67,0
B104964,0.321,0.987,1580.0,20.08,24.7,1
B104965,0.372,0.849,1557.6,23.92,18.46,0
B104966,0.287,1.091,1580.8,19.69,20.92,0
B104967,0.534,0.592,1656.8,11.83,9.56,0
B104968,0.365,1.083,1560.7,23.45,11.82,0
B104969,0.574,1.042,1630.0,22.99,8.76,0
B104970,0.583,1.013,1546.9,21.23,19.81,0
B104971,0.39,0.845,1589.6,26.45,22.35,1
B104972,0.279,1.449,1617.8,20.18,11.4,0
B104973,0.15,1.048,1545.2,26.67,12.81,0
B104974,0.223,0.609,1527.9,28.44,13.08,1
B104975,0.235,0.974,1627.1,23.49,5.72,0
B104976,0.565,1.126,1661.8,15.51,10.96,0
B104977,0.414,0.724,1595.7,19.22,19.64,0
B104978,0.447,1.227,1574.8,27.43,9.75,0
B104979,0.134,1.015,1608.6,11.01,15.56,0
B104980,0.256,0.197,1603.1,17.65,7.15,0
B104981,0.506,0.99,1613.4,17.94,14.14,0
B104982,0.434,0.778,1460.9,14.81,11.62,1
B104983,0.382,1.061,1541.2,25.24,7.67,0
B104984,0.468,1.183,1553.5,22.26,19.74,0
B104985,0.596,0.959,1608.3,15.73,20.08,1
B104986,0.373,1.4,1610.2,23.63,9.18,0
B104987,0.408,0.846,1635.0,19.05,13.7,0
B104988,0.423,1.087,1614.2,14.66,15.27,1
B104989,0.687,1.141,1528.5,15.72,4.11,0
B104990,0.148,0.871,1679.6,22.62,6.62,0
B104991,0.482,1.134,1670.0,25.63,22.72,0
B104992,0.386,0.722,1530.8,17.08,8.61,0
B104993,0.468,0.773,1618.3,23.27,22.55,1
B104994,0.321,0.506,1567.3,29.49,6.93,0
B104995,0.394,0.972,1607.6,12.45,18.95,0
B104996,0.485,0.998,1657.9,22.13,13.13,0
B104997,0.774,1.254,1717.2,24.98,13.98,1
B104998,0.497,1.137,1641.3,19.43,26.14,0
B104999,0.298,0.815,1616.2,27.43,7.47,0
B105000,0.349,0.547,1581.3,33.19,18.57,0
B105001,0.346,1.03,1610.0,22.06,18.32,0
B105002,0.185,1.233,1674.8,18.6,35.13,1
B105003,0.36,1.127,1597.5,25.86,8.54,0
